no,facility name,bed,city,authority,phone,post,postal code,email,address check,authority url,website,type,source,operator
261,Qualicum Manor,60,Qualicum Beach,Vancouver Island Health,(250) 752-1262,"124 FOURTH AVE EQUALICUM BEACH BC V9K 1N6",V9K 1N6,administrator@qualicummanor.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/21880/,http://www.qualicummanor.ca/,Long-Term,Seniors Advocate,
262,The Gardens at Qualicum Beach,100,Qualicum Beach,Vancouver Island Health,250-752-2818,"650 BERWICK RD NQUALICUM BEACH BC V9K 2T8",V9K 2T8,thegardensdoc@tcgcare.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/2005,http://www.thegardensatqualicum.com,Assited Living,Ministry of Health,Qualicum Gardens Senior Living 
263,Eagle Park Health Care Facility,75,Qualicum Beach,Vancouver Island Health,(250) 947-8220,"777 JONES STQUALICUM BEACH BC V9K 2L1",V9K 2L1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/10090/,https://www.islandhealth.ca/our-locations/long-term-care-locations/eagle-park-health-care-facility,Long-Term,Seniors Advocate,
264,Martin Manor,4,Daajing Giids,Northern Health,(250) 559-8800,"306 2ND AVEDAAJING GIIDS BC V0T 1S0",V0T 1S0,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1147,http://www.qchousingsocieties.org,Assited Living,Ministry of Health,Queen Charlotte Housing Development Society 
265,Maeford Place Assisted Living Centre,36,Quesnel,Northern Health,(250) 992-8342,"574 KINCHANT STQUESNEL BC V2J 2R8",V2J 2R8,mappenrodt@ppsl.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/2798,https://www.parkplaceseniorsliving.com/find-a-location/british-columbia/interior/maeford-place/,Assited Living,Ministry of Health,Maeford Place Assisted Living Residence Partnership 
266,Dunrovin Park Lodge,120,Quesnel,Northern Health,(250) 985-5800,"900 ST. LAURENT AVEQUESNEL BC V2J 3S3",V2J 3S3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/74427/,https://www.northernhealth.ca/locations/long-term-care/dunrovin-park-lodge,Long-Term,Seniors Advocate,
267,Mount Cartier Court - Queen Victoria Hospital,44,Revelstoke,Interior Health,(250) 814-2232,"1200 NEWLANDS RDREVELSTOKE BC V0E 2S1",V0E 2S1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/23980/,https://www.interiorhealth.ca/locations/mt-cartier-court,Long-Term,Seniors Advocate,
268,Moberly Manor Assisted Living,11,Revelstoke,Interior Health,(250) 837-3147,"711 WEST 1ST STREVELSTOKE BC V0E 2S0",V0E 2S0,cindy@moberlymanor.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1089,http://halsociety.ca,Assited Living,Ministry of Health,Halcyon Assisted Living Society 
269,Pinegrove Place,76,Richmond,Vancouver Coastal Health,(604) 278-1296,"11331 MELLIS DRRICHMOND BC V6X 1L8",V6X 1L8,lorisidjak@pinegroveplace.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/86509/,http://www.pinegroveplace.com/,Long-Term,Seniors Advocate,
270,Hamilton High Street Residence,29,Richmond,Vancouver Coastal Health,(604) 214-5700,"23100 GARRIPIE AVERICHMOND BC V6V 0B9",V6V 0B9,salesteam@hhsr.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/2797,http://hamiltonhighstreet.ca,Assited Living,Ministry of Health,Hamilton High Street Residence Inc. 
271,Hamilton Village Care Centre,135,Richmond,Vancouver Coastal Health,(778) 326-0104,"23111 GARRIPIE AVERICHMOND BC V6V 0C1",V6V 0C1,info@hamiltonvillagecare.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/30759/,https://www.trellisseniors.ca/,Long-Term,Seniors Advocate,
272,Austin Harris Residence,50,Richmond,Vancouver Coastal Health,(604) 277-9819,"5411 MONCTON STRICHMOND BC V7E 0A8",V7E 0A8,mlcinfo@success.bc.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1127,https://successbc.ca/assisted-living/services/austin-harris-residence/,Assited Living,Ministry of Health,S.U.C.C.E.S.S. Multi-Level Care Society 
273,Rosewood Manor,156,Richmond,Vancouver Coastal Health,(604) 271-3590,"6260 BLUNDELL RDRICHMOND BC V7C 5C4",V7C 5C4,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/85564/,https://www.rosewoodmanor.org/,Long-Term,Seniors Advocate,
274,Courtyard Gardens,87,Richmond,Vancouver Coastal Health,(604) 273-1225,"7051 MOFFATT RDRICHMOND BC V6Y 3W2",V6Y 3W2,info@courtyardgardensretirement.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1052,https://verveseniorliving.com/courtyard-gardens/,Assited Living,Ministry of Health,"Diversicare Canada Management Services Co., Inc. "
275,Minoru Residence,250,Richmond,Vancouver Coastal Health,(604) 244-5300,"7333 GOLLNER AVERICHMOND BC V6Y 0J1",V6Y 0J1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82224/,http://www.vch.ca/locations-services/result?res_id=8,Long-Term,Seniors Advocate,
276,Richmond Lions Manor Bridgeport,86,Richmond,Vancouver Coastal Health,(604) 675-2590,"9020 BRIDGEPORT RDRICHMOND BC V6X 1S1",V6X 1S1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/76733/,http://www.vch.ca/locations-services/result?res_id=44,Long-Term,Seniors Advocate,
277,Fraserview,199,Richmond,Vancouver Coastal Health,(604) 274-3510,"9580 WILLIAMS RDRICHMOND BC V7A 1H2",V7A 1H2,sylvia.warnke@kaigo.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/76698/,https://www.kaigo.ca/fraserview,Long-Term,Seniors Advocate,
278,Veterans Memorial Lodge,225,Saanich,Vancouver Island Health,(250) 658-0311,"4579 CHATTERTON WAYSAANICH BC V8X 4Y7",V8X 4Y7,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/10753/,https://www.broadmeadcare.com/care-programs/veterans-memorial-lodge,Long-Term,Seniors Advocate,
279,Saanich Peninsula Hospital Residential Care,143,Saanichton,Vancouver Island Health,(250) 544-7676,"2166 MT NEWTON CROSS RD
SAANICHTON BC V8M 2B2",V8M 2B2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82628/,https://www.islandhealth.ca/our-locations/long-term-care-locations/saanich-peninsula-hospital-long-term-care,Long-Term,Seniors Advocate,
280,Mount Ida Mews,132,Salmon Arm,Interior Health,(250) 833-9623,"100 5TH AVE SESALMON ARM BC V1E 4H4",V1E 4H4,mimadmin@agecare.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/29320/,https://www.agecare.ca/community/agecare-salmon-arm/seniors-care/,Long-Term,Seniors Advocate,
281,Pioneer Lodge,30,Salmon Arm,Interior Health,(250) 804-4814,"1051 6TH AVE NESALMON ARM BC V1E 0A6",V1E 0A6,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1097,https://gss.org/locations/pioneer-lodge/,Assited Living,Ministry of Health,Good Samaritan Canada 
282,Shuswap Lodge Retirement Residence,62,Salmon Arm,Interior Health,(250) 832-7081,"200 TRANS CANADA HWY SW
SALMON ARM BC V1E 1V4",V1E 1V4,gm@shuswaplodge.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1365,http://www.shuswaplodge.com,Assited Living,Ministry of Health,Shuswap Lodge Seniors Residence Society 
283,Andover Terrace,40,Salmon Arm,Interior Health,(250) 832-6686,"2110 LAKESHORE RD NESALMON ARM BC V1E 3X9",V1E 3X9,info@andoverterrace.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/2337,http://www.andoverterrace.ca,Assited Living,Ministry of Health,Andover Terrace Housing Society 
284,Hillside Village,112,Salmon Arm,Interior Health,(250) 833-5877,"2891 15 AVE NE
SALMON ARM BC V1E 2B6",V1E 2B6,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/22240/,https://www.gss.org/locations/hillside-village/,Long-Term,Seniors Advocate,
285,Bastion Place,80,Salmon Arm,Interior Health,(250) 833-3616,"700 11TH ST NESALMON ARM BC V1E 4P9",V1E 4P9,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/96184/,https://www.interiorhealth.ca/locations/bastion-place,Long-Term,Seniors Advocate,
286,Piccadilly Seniors Community,59,Salmon Arm,Interior Health,(250) 804-1676,"821 10TH AVE SWSALMON ARM BC V1E 1T2",V1E 1T2,bjohnson@ppsl.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/24610/,https://www.parkplaceseniorsliving.com/find-a-location/british-columbia/interior/piccadilly/,Long-Term,Seniors Advocate,
287,Heritage Place for Seniors,27,Salt Spring Island,Vancouver Island Health,250-537-8340,"120 CROFTON RDSALT SPRING ISLAND BC V8K 2Y4",V8K 2Y4,manager@heritageplace.info,done,https://connect.health.gov.bc.ca//assisted-living-residence/1360,http://heritageplace.info,Assited Living,Ministry of Health,HP Saltspring Assisted Living Ltd 
288,Greenwoods,51,Salt Spring Island,Vancouver Island Health,(250) 537-5561,"133 BLAIN RDSALT SPRING ISLAND BC V8K 1Z9",V8K 1Z9,reception@greenwoodseldercare.org,done,https://www.seniorsadvocatebc.ca/quickfacts/location/77464/,http://www.greenwoodseldercare.org/greenwoods-complex-care-facility.html,Long-Term,Seniors Advocate,
289,Lady Minto Hospital,29,Salt Spring Island,Vancouver Island Health,(250) 538-4804,"135 CROFTON RDSALT SPRING ISLAND BC V8K 1T1",V8K 1T1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82325/,https://www.islandhealth.ca/our-locations/long-term-care-locations/lady-minto-gulf-island-hospital-long-term-care,Long-Term,Seniors Advocate,
290,Braehaven Assisted Living,30,Salt Spring Island,Vancouver Island Health,(250) 537-5561,"137 BLAIN RDSALT SPRING ISLAND BC V8K 0A1",V8K 0A1,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1063,http://www.greenwoodseldercare.com,Assited Living,Ministry of Health,Greenwoods Eldercare Society 
291,Totem Lodge - Sechelt Hospital,49,Sechelt,Vancouver Coastal Health,(604) 885-8602,"5544 SUNSHINE COAST HWYSECHELT BC V0N 3A0",V0N 3A0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82123/,http://www.vch.ca/locations-services/result?res_id=24,Long-Term,Seniors Advocate,
292,Shorncliffe,59,Sechelt,Vancouver Coastal Health,(604) 885-5126,"5847 MEDUSA STSECHELT BC V0N 3A0",V0N 3A0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/87005/,http://www.vch.ca/locations-services/result?res_id=23,Long-Term,Seniors Advocate,
293,Acacia Ty Mawr,35,Shawnigan Lake,Vancouver Island Health,(250) 743-2124,"2655 SHAWNIGAN LAKE RD
SHAWNIGAN LAKE BC V0R 2W3",V0R 2W3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/74089/,https://www.trilliumcommunities.com/location/acacia-ty-mawr/,Long-Term,Seniors Advocate,
294,Eagle Valley Manor,12,Sicamous,Interior Health,(250) 836-2314,"319 GORDON MACKIE LANESICAMOUS BC V0E 2V1",V0E 2V1,info@eaglevalleyhousing.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1164,,Assited Living,Ministry of Health,Eagle Valley Senior Citizen Housing Society 
295,Shoal Centre Assisted Living,25,Sidney,Vancouver Island Health,(778) 351-0896,"10030 RESTHAVEN DRSIDNEY BC V8L 3G4",V8L 3G4,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1105,http://www.beaconcs.ca/pages/shoal.html,Assited Living,Ministry of Health,Beacon Community Association 
296,Rest Haven Lodge,73,Sidney,Vancouver Island Health,(250) 656-0717,"2281 MILLS RDSIDNEY BC V8L 2C3",V8L 2C3,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/85542/,https://www.broadmeadcare.com/care-programs/rest-haven-lodge,Long-Term,Seniors Advocate,
297,The Peninsula,30,Sidney,Vancouver Island Health,(250) 656-8827,"2290 HENRY AVESIDNEY BC V8L 2B2",V8L 2B2,dtidman@shaw.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1640,https://www.welcometonorgarden.ca/contact/,Assited Living,Ministry of Health,Trillium (Sidney) Holdings 
298,Amica Beechwood Village,50,Sidney,Vancouver Island Health,(250) 655-0849,"2315 MILLS RDSIDNEY BC V8L 5W6",V8L 5W6,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1136,https://www.amica.ca/beechwood-village,Assited Living,Ministry of Health,Amica Beechwood Village Inc. 
299,Sidney Care Home,54,Sidney,Vancouver Island Health,(250) 656-0121,"9888 FIFTH STSIDNEY BC V8L 2X3",V8L 2X3,sidneycare@tcgcare.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/95071/,https://www.tcgcare.com/sidney,Long-Term,Seniors Advocate,
300,The Meadows,14,Smithers,Northern Health,(250) 847-8884,"Box 3759
SMITHERS BC V0J 2N0",V0J 2N0,Tova.edwards@scsa.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1132,http://www.scsa.ca/programs/housing/the-meadows/,Assited Living,Ministry of Health,Smithers Community Services Association 
301,Bulkley Lodge,53,Smithers,Northern Health,(250) 847-4443,"Box 3640, 3668 11TH AVE
SMITHERS BC V0J 2N0",V0J 2N0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/93541/,https://www.northernhealth.ca/locations/long-term-care/bulkley-lodge,Long-Term,Seniors Advocate,
302,Ayre Manor,25,Sooke,Vancouver Island Health,(250) 642-1750,"6754 AYRE RDSOOKE BC V9Z 1K1",V9Z 1K1,reception@ayremanor.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1155,http://www.ayremanor.ca/,Assited Living,Ministry of Health,Sooke Elderly Citizens Housing Society 
303,Shannon Falls Retirement Residence,30,Squamish,Vancouver Coastal Health,(604) 848-2000,"114-38225 3RD AVESQUAMISH BC V8B 0S2",V8B 0S2,lfriesen@ppsl.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1171,https://www.parkplaceseniorsliving.com/find-a-location/british-columbia/lower-mainland/shannon-falls/,Assited Living,Ministry of Health,Shannon Falls Retirement Residence Partnership 
304,Hilltop House,91,Squamish,Vancouver Coastal Health,(604) 892-9337,"38146 BEHRNER DRSQUAMISH BC V8B 0C2",V8B 0C2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/87443/,http://www.vch.ca/locations-services/result?res_id=7,Long-Term,Seniors Advocate,
305,Summerland Seniors Village,40,Summerland,Interior Health,(250) 404-4400,"12803 ATKINSON RDSUMMERLAND BC V0H 1Z4",V0H 1Z4,ssv.info@retirementconcepts.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1326,https://www.retirementconcepts.com/locations/summerland-seniors-village/,Assited Living,Ministry of Health,Summerland Seniors 3 LLP 
306,Dr. Andrew Pavilion - Summerland Health Centre,50,Summerland,Interior Health,(250) 404-8020,"12815 ATKINSON RDSUMMERLAND BC V0H 1Z0",V0H 1Z0,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/87904/,https://www.interiorhealth.ca/locations/dr-andrew-pavillion,Long-Term,Seniors Advocate,
307,Freedom Place,20,Surrey,Fraser Health,(604) 634-3300,"10342 148TH STSURREY BC V3R 3X3",V3R 3X3,almanager@howesound.net,done,https://connect.health.gov.bc.ca//assisted-living-residence/1157,http://striveliving.ca,Assited Living,Ministry of Health,Strive Living Society 
308,PICS Assisted Living,49,Surrey,Fraser Health,(604) 596-0052,"Unit 100, 7566 – 120A ST
SURREY BC V3W 1N3",V3W 1N3,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1096,https://pics.bc.ca/programs/housing/seniors-housing/independent-living/,Assited Living,Ministry of Health,Progressive Intercultural Community Services Society 
309,Crescent Gardens,40,Surrey,Fraser Health,(604) 541-8861,"1222 KING GEORGE HWYSURREY BC V4A 9W6",V4A 9W6,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1188,https://chartwell.com/en/retirement-residences/chartwell-crescent-gardens-assisted-living/overview,Assited Living,Ministry of Health,Chartwell Retirement Residences 
310,Hilton Villa Seniors Community,156,Surrey,Fraser Health,(604) 588-3424,"13525 HILTON RDSURREY BC V3R 5J3",V3R 5J3,jpaler@ppsl.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/11068/,https://www.parkplaceseniorsliving.com/find-a-location/british-columbia/lower-mainland/hilton-villa/,Long-Term,Seniors Advocate,
311,Suncreek Village,120,Surrey,Fraser Health,(604) 591-5177,"13687 62ND AVESURREY BC V3X 0B5",V3X 0B5,info@suncreekvillage.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/26810/,https://www.suncreekvillage.ca/,Long-Term,Seniors Advocate,
312,Gateway Assisted Living,60,Surrey,Fraser Health,(604) 585-2906,"13787 100TH AVE
SURREY BC V3T 5X7",V3T 5X7,jan@gatewayassistedliving.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/2141,http://www.gatewayassistedliving.ca,Assited Living,Ministry of Health,Mosaic Seniors Care Society 
313,Imperial Place Retirement Residence,30,Surrey,Fraser Health,(604) 581-1555,"13853 102ND AVESURREY BC V3T 5P6",V3T 5P6,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1186,http://www.chartwellreit.ca,Assited Living,Ministry of Health,CSH-HCN LESSEE (IMPERIAL) LP 
314,Guildford Seniors Village,98,Surrey,Fraser Health,(604) 582-0808,"14568 104A AVESURREY BC V3R 1R3",V3R 1R3,gsv.info@retirementconcepts.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/18650/,https://www.retirementconcepts.com/locations/guildford-seniors-village/,Long-Term,Seniors Advocate,
315,Rosemary Heights Seniors Village,63,Surrey,Fraser Health,(778) 545-5000,"15240 34TH AVESURREY BC V3Z 2J9",V3Z 2J9,rhsv.info@retirementconcepts.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1324,http://www.retirementconcepts.com/locations/rosemary-heights-seniors-village/,Assited Living,Ministry of Health,Rosemary Heights Seniors Village 3 LLP 
316,Amica White Rock,92,Surrey,Fraser Health,(778) 545-8800,"15333 16TH AVESURREY BC V4A 1R6",V4A 1R6,,done,https://connect.health.gov.bc.ca//assisted-living-residence/2142,http://amica.ca/white-rock,Assited Living,Ministry of Health,Prime Time (Abby Lane) Inc 
317,Peace Portal Seniors Village,84,Surrey,Fraser Health,(604) 535-2273,"15441 16TH AVESURREY BC V4A 8T8",V4A 8T8,ppsv.info@retirementconcepts.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/97758/,https://www.retirementconcepts.com/locations/peace-portal-seniors-village/,Long-Term,Seniors Advocate,
318,Whitecliff Retirement Residence,40,Surrey,Fraser Health,(604) 538-7227,"15501 16TH AVESURREY BC V4A 9M5",V4A 9M5,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1173,http://www.reveraliving.com/whitecliff,Assited Living,Ministry of Health,HCN - Revera Lessee (Whitecliff) LP 
319,Era Assisted Living Inc.,7,Surrey,Fraser Health,(778) 722-7849,"15546 84A AVESURREY BC V3S 6P6",V3S 6P6,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1282,,Assited Living,Ministry of Health,Era Assisted Living Inc. 
320,Peace Arch Hospital Foundation Lodge,122,Surrey,Fraser Health,(778) 545-6200,"15575 16A AVESURREY BC V4B 0C7",V4B 0C7,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/30765/,https://www.fraserhealth.ca/Service-Directory/Service-At-Location/1/0/peace-arch-hospital-foundation-lodge,Long-Term,Seniors Advocate,
321,Morgan Place,141,Surrey,Fraser Health,(604) 535-7328,"3288 156A STSURREY BC V3S 9T1",V3S 9T1,admin@morganplace.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/18600/,http://www.morganplace.ca/,Long-Term,Seniors Advocate,
322,The Residence at Morgan Heights,40,Surrey,Fraser Health,(604) 535-1118,"15955 27TH AVESURREY BC V3Z 3W3",V3Z 3W3,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1165,http://www.morganheightscare.ca,Assited Living,Ministry of Health,Morgan Heights Care Ltd. 
323,Fleetwood Place,108,Surrey,Fraser Health,(604) 590-6860,"16011 83RD AVESURREY BC V4N 0N2",V4N 0N2,info@fleetwoodplace.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/73482/,https://www.fleetwoodplace.ca/,Long-Term,Seniors Advocate,
324,Czorny Alzheimer Centre,72,Surrey,Fraser Health,(604) 575-6700,"16850 66TH AVESURREY BC V3S 5M1",V3S 5M1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/24950/,https://www.fraserhealth.ca/Service-Directory/Service-At-Location/D/F/czorny-alzheimer-centre#.XuK4OflKiUk,Long-Term,Seniors Advocate,
325,Clayton Heights Care Community,131,Surrey,Fraser Health,(604) 576-2273,"18788 71ST AVESURREY BC V4N 6L9",V4N 6L9,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/29010/,http://www.pinnaclecaregroup.com/clayton.html,Long-Term,Seniors Advocate,
326,Brookside Lodge,116,Surrey,Fraser Health,(604) 530-6595,"19550 FRASER HWYSURREY BC V3S 6K5",V3S 6K5,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/27100/,https://www.siennaliving.ca/long-term-care/british-columbia/brookside-lodge-care-community,Long-Term,Seniors Advocate,
327,Aspira Peninsula Retirement Living,45,Surrey,Fraser Health,(604) 538-2033,"2088 152 STSURREY BC V4A 9Z4",V4A 9Z4,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1172,https://www.aspiralife.ca/our-locations/british-columbia/surrey/aspira-peninsula-retirement-living/,Assited Living,Ministry of Health,The Royale West Coast LP 
328,Aspira Pacifica Retirement Living,50,Surrey,Fraser Health,(604) 535-9194,"2525 KING GEORGE BLVDSURREY BC V4P 0C8",V4P 0C8,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1167,https://www.aspiralife.ca/our-locations/british-columbia/surrey/aspira-pacifica-retirement-living/,Assited Living,Ministry of Health,The Royale LP 
329,Suncrest Retirement Community,35,Surrey,Fraser Health,(604) 542-6200,"2567 KING GEORGE BLVDSURREY BC V4P 0E9",V4P 0E9,suncrest_recept@belvederebc.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1362,http://belvederebc.com,Assited Living,Ministry of Health,Berton Evertt 
330,Zion Park Manor,99,Surrey,Fraser Health,(604) 576-2891,"5939 180TH STSURREY BC V3S 4L2",V3S 4L2,ehastings@zionparkmanor.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/73684/,https://www.zionparkmanor.com/,Long-Term,Seniors Advocate,
331,Clover Heights Retirement Home,11,Surrey,Fraser Health,(604) 372-1131,"6209 184TH STSURREY BC V3S 8B1",V3S 8B1,cloverheight@gmail.com,done,https://connect.health.gov.bc.ca//assisted-living-residence/1200,http://www.cloverheight.com,Assited Living,Ministry of Health,Maria Rosario de Vera Martinez (Rose) 
332,CareLife Fleetwood,167,Surrey,Fraser Health,(604) 598-7200,"8265 159TH STSURREY BC V4N 5T5",V4N 5T5,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82213/,https://www.fraserhealth.ca/Service-Directory/Service-At-Location/5/3/carelife-fleetwood#.XuK4JPlKiUk,Long-Term,Seniors Advocate,
333,Elim Village - The Harrison / Harrison West,193,Surrey,Fraser Health,(604) 587-8999,"9025 160 STSURREY BC V4N 2X7",V4N 2X7,info@elimvillage.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/26830/,https://www.elimvillage.com/surrey/housing/full-care/,Long-Term,Seniors Advocate,
334,Kinsmen Lodge,157,Surrey,Fraser Health,(604) 588-0445,"9650 137A STSURREY BC V3T 4H9",V3T 4H9,info@kinsmenlodge.ca,done,https://www.seniorsadvocatebc.ca/quickfacts/location/73651/,https://www.kinsmenlodge.ca/,Long-Term,Seniors Advocate,
335,Laurel Place,195,Surrey,Fraser Health,(604) 582-6336,"9688 137A STSURREY BC V3T 4H9",V3T 4H9,laurelplace@ppsl.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/26190/,https://www.parkplaceseniorsliving.com/find-a-location/british-columbia/lower-mainland/laurel-place/,Long-Term,Seniors Advocate,
336,McConnell Estates,22,Terrace,Northern Health,(250) 631-4268,"4701 KERBY AVETERRACE BC V8B 5V4",V8B 5V4,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1087,,Assited Living,Ministry of Health,Northern Health Authority 
337,Terraceview Lodge,99,Terrace,Northern Health,(250) 631-4209,"4707 KERBY AVETERRACE BC V8G 2W2",V8G 2W2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/87555/,https://www.northernhealth.ca/locations/long-term-care/terraceview-lodge,Long-Term,Seniors Advocate,
338,Poplar Ridge Pavilion - Kootenay Boundary Hospital,49,Trail,Interior Health,(250) 364-3488,"1200 HOSPITAL BENCHTRAIL BC V1R 4M1",V1R 4M1,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/82527/,https://www.interiorhealth.ca/locations/poplar-ridge-pavilion,Long-Term,Seniors Advocate,
339,Columbia View Lodge,76,Trail,Interior Health,(250) 364-1271,"2920 LABURNUM DRTRAIL BC V1R 4N2",V1R 4N2,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/70872/,https://www.interiorhealth.ca/locations/columbia-view-lodge,Long-Term,Seniors Advocate,
340,Rose Wood Village,35,Trail,Interior Health,(250) 364-3150,"8125 DEVITO DRTRAIL BC V1R 4W1",V1R 4W1,inquiry@glm.ca,done,https://connect.health.gov.bc.ca//assisted-living-residence/1103,http://goldenlifemanagement.ca/index.php/villages/rose-wood-village/overview-9,Assited Living,Ministry of Health,Golden Life Management Corp. 
341,Forest Glen,4,Ucluelet,Vancouver Island Health,(250) 726-2789,"BOX 833, 1783 ST JACQUES BLVDUCLUELET BC V0R 3A0",V0R 3A0,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1061,http://www.viha.ca/hcc/assisted/locations/forest_glen.htm,Assited Living,Ministry of Health,Seaview Seniors Housing Society 
342,Louis Brier Home and Hospital,215,Vancouver,Vancouver Coastal Health,(604) 261-9376,"1055 W 41ST AVEVANCOUVER BC V6M 1W9",V6M 1W9,info@louisbrier.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/75923/,http://www.louisbrier.com/,Long-Term,Seniors Advocate,
343,Yaletown House,127,Vancouver,Vancouver Coastal Health,(604) 689-0022,"1099 CAMBIE STVANCOUVER BC V6B 5A8",V6B 5A8,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/88365/,http://www.vch.ca/locations-services/result?res_id=28,Long-Term,Seniors Advocate,
344,Millennium Tower,41,Vancouver,Vancouver Coastal Health,(604) 408-9897,"1175 BROUGHTON STVANCOUVER BC V6G 3K9",V6G 3K9,,done,https://connect.health.gov.bc.ca//assisted-living-residence/1088,https://colchar.org/properties/columbus-millennium-tower/,Assited Living,Ministry of Health,Saint Elizabeth Health Services 
345,Haro Park Centre,154,Vancouver,Vancouver Coastal Health,(604) 687-5584,"1233 HARO STVANCOUVER BC V6E 3Y5",V6E 3Y5,info@haropark.org,done,https://www.seniorsadvocatebc.ca/quickfacts/location/81964/,http://www.haropark.org/,Long-Term,Seniors Advocate,
346,Broadway Lodge,114,Vancouver,Vancouver Coastal Health,(604) 733-1441,"1377 LAMEY'S MILL RDVANCOUVER BC V6H 3S9",V6H 3S9,,done,https://www.seniorsadvocatebc.ca/quickfacts/location/83854/,http://www.broadwaylodge.ca/,Long-Term,Seniors Advocate,
347,Renfrew Care Centre,106,Vancouver,Vancouver Coastal Health,(604) 255-7723,"1880 RENFREW STVANCOUVER BC V5M 3H9",V5M 3H9,rcc.info@retirementconcepts.com,done,https://www.seniorsadvocatebc.ca/quickfacts/location/11675/,https://www.retirementconcepts.com/locations/renfrew-care-centre/,Long-Term,Seniors Advocate,
